"subid","order","trial","speaker","request_type","question_type","correct","polite_speaker","answer","choose_polite","sex","age"
"160728_02",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",4
"160728_03",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",3
"160728_04",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",3
"160728_05",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",3
"160801_02",1,"trial1_1","Polite","please","polite",NA,1,NA,NA,"M",4
"160803_01",1,"trial1_1","Polite","please","polite",0,1,2,0,"M",4
"160803_02",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",4
"160811_04",1,"trial1_1","Polite","please","polite",1,1,1,1,"M",4
"160811_06",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",3
"160816_03",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",4
"160816_04",1,"trial1_1","Polite","please","polite",0,1,2,0,"M",3
"160816_07",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",4
"160817_02",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",3
"160817_03",1,"trial1_1","Polite","please","polite",0,1,2,0,"M",3
"160817_06",1,"trial1_1","Polite","please","polite",1,1,1,1,"M",4
"160817_08",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",3
"160818_03",1,"trial1_1","Polite","please","polite",1,1,1,1,"M",4
"160818_07",1,"trial1_1","Polite","please","polite",0,1,2,0,NA,4
"160819_01",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",3
"160819_03",1,"trial1_1","Polite","please","polite",0,1,2,0,"F",3
"160819_08",1,"trial1_1","Polite","please","polite",1,1,1,1,"M",4
"160822_06",1,"trial1_1","Polite","please","polite",1,1,1,1,"F",3
"160728_02",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"F",4
"160728_03",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160728_04",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160728_05",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160801_02",1,"trial1_2","Impolite","please","play_with",NA,1,NA,NA,"M",4
"160803_01",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"M",4
"160803_02",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"F",4
"160811_04",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"M",4
"160811_06",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160816_03",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"F",4
"160816_04",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"M",3
"160816_07",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",4
"160817_02",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"F",3
"160817_03",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"M",3
"160817_06",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"M",4
"160817_08",1,"trial1_2","Impolite","please","play_with",0,1,2,0,"F",3
"160818_03",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"M",4
"160818_07",1,"trial1_2","Impolite","please","play_with",1,1,1,1,NA,4
"160819_01",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160819_03",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160819_08",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"M",4
"160822_06",1,"trial1_2","Impolite","please","play_with",1,1,1,1,"F",3
"160728_02",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",4
"160728_03",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160728_04",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160728_05",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160801_02",1,"trial2_1","Polite","please","nice",0,1,2,0,"M",4
"160803_01",1,"trial2_1","Polite","please","nice",1,1,1,1,"M",4
"160803_02",1,"trial2_1","Polite","please","nice",0,1,2,0,"F",4
"160811_04",1,"trial2_1","Polite","please","nice",1,1,1,1,"M",4
"160811_06",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160816_03",1,"trial2_1","Polite","please","nice",0,1,2,0,"F",4
"160816_04",1,"trial2_1","Polite","please","nice",0,1,2,0,"M",3
"160816_07",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",4
"160817_02",1,"trial2_1","Polite","please","nice",0,1,2,0,"F",3
"160817_03",1,"trial2_1","Polite","please","nice",0,1,2,0,"M",3
"160817_06",1,"trial2_1","Polite","please","nice",1,1,1,1,"M",4
"160817_08",1,"trial2_1","Polite","please","nice",0,1,2,0,"F",3
"160818_03",1,"trial2_1","Polite","please","nice",1,1,1,1,"M",4
"160818_07",1,"trial2_1","Polite","please","nice",1,1,1,1,NA,4
"160819_01",1,"trial2_1","Polite","please","nice",0,1,2,0,"F",3
"160819_03",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160819_08",1,"trial2_1","Polite","please","nice",1,1,1,1,"M",4
"160822_06",1,"trial2_1","Polite","please","nice",1,1,1,1,"F",3
"160728_02",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",4
"160728_03",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"F",3
"160728_04",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160728_05",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160801_02",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",4
"160803_01",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"M",4
"160803_02",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",4
"160811_04",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"M",4
"160811_06",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160816_03",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"F",4
"160816_04",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",3
"160816_07",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",4
"160817_02",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"F",3
"160817_03",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",3
"160817_06",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",4
"160817_08",1,"trial2_2","Impolite","please","compliance",0,1,2,0,"F",3
"160818_03",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",4
"160818_07",1,"trial2_2","Impolite","please","compliance",1,1,1,1,NA,4
"160819_01",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160819_03",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160819_08",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"M",4
"160822_06",1,"trial2_2","Impolite","please","compliance",1,1,1,1,"F",3
"160728_02",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",4
"160728_03",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"F",3
"160728_04",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",3
"160728_05",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",3
"160801_02",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"M",4
"160803_01",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"M",4
"160803_02",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"F",4
"160811_04",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"M",4
"160811_06",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"F",3
"160816_03",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",4
"160816_04",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"M",3
"160816_07",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",4
"160817_02",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",3
"160817_03",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"M",3
"160817_06",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"M",4
"160817_08",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"F",3
"160818_03",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"M",4
"160818_07",1,"trial3_1","Impolite","idq","mean",1,2,1,0,NA,4
"160819_01",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"F",3
"160819_03",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",3
"160819_08",1,"trial3_1","Impolite","idq","mean",0,2,2,1,"M",4
"160822_06",1,"trial3_1","Impolite","idq","mean",1,2,1,0,"F",3
"160728_02",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",4
"160728_03",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160728_04",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160728_05",1,"trial3_2","Polite","idq","play_with",0,2,1,0,"F",3
"160801_02",1,"trial3_2","Polite","idq","play_with",NA,2,NA,NA,"M",4
"160803_01",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",4
"160803_02",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",4
"160811_04",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",4
"160811_06",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160816_03",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",4
"160816_04",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",3
"160816_07",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",4
"160817_02",1,"trial3_2","Polite","idq","play_with",0,2,1,0,"F",3
"160817_03",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",3
"160817_06",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",4
"160817_08",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160818_03",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"M",4
"160818_07",1,"trial3_2","Polite","idq","play_with",1,2,2,1,NA,4
"160819_01",1,"trial3_2","Polite","idq","play_with",0,2,1,0,"F",3
"160819_03",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160819_08",1,"trial3_2","Polite","idq","play_with",0,2,1,0,"M",4
"160822_06",1,"trial3_2","Polite","idq","play_with",1,2,2,1,"F",3
"160728_02",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160728_03",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160728_04",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160728_05",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160801_02",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160803_01",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160803_02",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160811_04",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160811_06",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160816_03",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160816_04",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",3
"160816_07",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",4
"160817_02",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160817_03",1,"trial4_1","Impolite","please_idq","nice",0,2,1,0,"M",3
"160817_06",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160817_08",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160818_03",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160818_07",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,NA,4
"160819_01",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160819_03",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160819_08",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"M",4
"160822_06",1,"trial4_1","Impolite","please_idq","nice",1,2,2,1,"F",3
"160728_02",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",4
"160728_03",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160728_04",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",3
"160728_05",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",3
"160801_02",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"M",4
"160803_01",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"M",4
"160803_02",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",4
"160811_04",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"M",4
"160811_06",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160816_03",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",4
"160816_04",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"M",3
"160816_07",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",4
"160817_02",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"F",3
"160817_03",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"M",3
"160817_06",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"M",4
"160817_08",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160818_03",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"M",4
"160818_07",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,NA,4
"160819_01",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160819_03",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160819_08",1,"trial4_2","Polite","please_idq","compliance",1,2,2,1,"M",4
"160822_06",1,"trial4_2","Polite","please_idq","compliance",0,2,1,0,"F",3
"160728_02",1,"trial5_1","polite","please","mean",1,1,2,0,"F",4
"160728_03",1,"trial5_1","polite","please","mean",0,1,1,1,"F",3
"160728_04",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160728_05",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160801_02",1,"trial5_1","polite","please","mean",0,1,1,1,"M",4
"160803_01",1,"trial5_1","polite","please","mean",1,1,2,0,"M",4
"160803_02",1,"trial5_1","polite","please","mean",1,1,2,0,"F",4
"160811_04",1,"trial5_1","polite","please","mean",1,1,2,0,"M",4
"160811_06",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160816_03",1,"trial5_1","polite","please","mean",1,1,2,0,"F",4
"160816_04",1,"trial5_1","polite","please","mean",1,1,2,0,"M",3
"160816_07",1,"trial5_1","polite","please","mean",1,1,2,0,"F",4
"160817_02",1,"trial5_1","polite","please","mean",0,1,1,1,"F",3
"160817_03",1,"trial5_1","polite","please","mean",1,1,2,0,"M",3
"160817_06",1,"trial5_1","polite","please","mean",1,1,2,0,"M",4
"160817_08",1,"trial5_1","polite","please","mean",0,1,1,1,"F",3
"160818_03",1,"trial5_1","polite","please","mean",1,1,2,0,"M",4
"160818_07",1,"trial5_1","polite","please","mean",1,1,2,0,NA,4
"160819_01",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160819_03",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160819_08",1,"trial5_1","polite","please","mean",1,1,2,0,"M",4
"160822_06",1,"trial5_1","polite","please","mean",1,1,2,0,"F",3
"160728_02",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",4
"160728_03",1,"trial5_2","Impolite","please","compliance",0,1,2,0,"F",3
"160728_04",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",3
"160728_05",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",3
"160801_02",1,"trial5_2","Impolite","please","compliance",NA,1,NA,NA,"M",4
"160803_01",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",4
"160803_02",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",4
"160811_04",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",4
"160811_06",1,"trial5_2","Impolite","please","compliance",0,1,2,0,"F",3
"160816_03",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",4
"160816_04",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",3
"160816_07",1,"trial5_2","Impolite","please","compliance",0,1,2,0,"F",4
"160817_02",1,"trial5_2","Impolite","please","compliance",0,1,2,0,"F",3
"160817_03",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",3
"160817_06",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",4
"160817_08",1,"trial5_2","Impolite","please","compliance",0,1,2,0,"F",3
"160818_03",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",4
"160818_07",1,"trial5_2","Impolite","please","compliance",1,1,1,1,NA,4
"160819_01",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",3
"160819_03",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",3
"160819_08",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"M",4
"160822_06",1,"trial5_2","Impolite","please","compliance",1,1,1,1,"F",3
"160728_02",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",4
"160728_03",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160728_04",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160728_05",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160801_02",1,"trial6_1","Impolite","please_idq","polite",NA,2,NA,NA,"M",4
"160803_01",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",4
"160803_02",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",4
"160811_04",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",4
"160811_06",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160816_03",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",4
"160816_04",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",3
"160816_07",1,"trial6_1","Impolite","please_idq","polite",0,2,1,0,"F",4
"160817_02",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160817_03",1,"trial6_1","Impolite","please_idq","polite",0,2,1,0,"M",3
"160817_06",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",4
"160817_08",1,"trial6_1","Impolite","please_idq","polite",0,2,1,0,"F",3
"160818_03",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",4
"160818_07",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,NA,4
"160819_01",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160819_03",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160819_08",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"M",4
"160822_06",1,"trial6_1","Impolite","please_idq","polite",1,2,2,1,"F",3
"160728_02",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",4
"160728_03",1,"trial6_2","Polite","please_idq","play_with",0,2,1,0,"F",3
"160728_04",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160728_05",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160801_02",1,"trial6_2","Polite","please_idq","play_with",NA,2,NA,NA,"M",4
"160803_01",1,"trial6_2","Polite","please_idq","play_with",0,2,1,0,"M",4
"160803_02",1,"trial6_2","Polite","please_idq","play_with",0,2,1,0,"F",4
"160811_04",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160811_06",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160816_03",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",4
"160816_04",1,"trial6_2","Polite","please_idq","play_with",0,2,1,0,"M",3
"160816_07",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",4
"160817_02",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160817_03",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"M",3
"160817_06",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160817_08",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160818_03",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160818_07",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,NA,4
"160819_01",1,"trial6_2","Polite","please_idq","play_with",0,2,1,0,"F",3
"160819_03",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160819_08",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"M",4
"160822_06",1,"trial6_2","Polite","please_idq","play_with",1,2,2,1,"F",3
"160728_02",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",4
"160728_03",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160728_04",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160728_05",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160801_02",1,"trial7_1","Impolite","idq","nice",NA,2,NA,NA,"M",4
"160803_01",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",4
"160803_02",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",4
"160811_04",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",4
"160811_06",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160816_03",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",4
"160816_04",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",3
"160816_07",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",4
"160817_02",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160817_03",1,"trial7_1","Impolite","idq","nice",NA,2,NA,NA,"M",3
"160817_06",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",4
"160817_08",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160818_03",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",4
"160818_07",1,"trial7_1","Impolite","idq","nice",1,2,2,1,NA,4
"160819_01",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160819_03",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160819_08",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"M",4
"160822_06",1,"trial7_1","Impolite","idq","nice",1,2,2,1,"F",3
"160728_02",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",4
"160728_03",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"F",3
"160728_04",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",3
"160728_05",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",3
"160801_02",1,"trial7_2","Polite","idq","play_with",NA,2,NA,NA,"M",4
"160803_01",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"M",4
"160803_02",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"F",4
"160811_04",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"M",4
"160811_06",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",3
"160816_03",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",4
"160816_04",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"M",3
"160816_07",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",4
"160817_02",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",3
"160817_03",1,"trial7_2","Polite","idq","play_with",NA,2,NA,NA,"M",3
"160817_06",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"M",4
"160817_08",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"F",3
"160818_03",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"M",4
"160818_07",1,"trial7_2","Polite","idq","play_with",1,2,2,1,NA,4
"160819_01",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"F",3
"160819_03",1,"trial7_2","Polite","idq","play_with",0,2,1,0,"F",3
"160819_08",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"M",4
"160822_06",1,"trial7_2","Polite","idq","play_with",1,2,2,1,"F",3
"160728_02",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160728_03",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160728_04",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160728_05",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160801_02",1,"trial8_1","Polite","please_idq","mean",NA,1,NA,NA,"M",4
"160803_01",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160803_02",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160811_04",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160811_06",1,"trial8_1","Polite","please_idq","mean",0,1,1,1,"F",3
"160816_03",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160816_04",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160816_07",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",4
"160817_02",1,"trial8_1","Polite","please_idq","mean",0,1,1,1,"F",3
"160817_03",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",3
"160817_06",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160817_08",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160818_03",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160818_07",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,NA,4
"160819_01",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160819_03",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160819_08",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"M",4
"160822_06",1,"trial8_1","Polite","please_idq","mean",1,1,2,0,"F",3
"160728_02",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",4
"160728_03",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160728_04",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160728_05",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160801_02",1,"trial8_2","Impolite","please_idq","play_with",NA,1,NA,NA,"M",4
"160803_01",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160803_02",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",4
"160811_04",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160811_06",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160816_03",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",4
"160816_04",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",3
"160816_07",1,"trial8_2","Impolite","please_idq","play_with",0,1,2,0,"F",4
"160817_02",1,"trial8_2","Impolite","please_idq","play_with",0,1,2,0,"F",3
"160817_03",1,"trial8_2","Impolite","please_idq","play_with",0,1,2,0,"M",3
"160817_06",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160817_08",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160818_03",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160818_07",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,NA,4
"160819_01",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160819_03",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160819_08",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"M",4
"160822_06",1,"trial8_2","Impolite","please_idq","play_with",1,1,1,1,"F",3
"160728_02",1,"trial9_1","Impolite","please_idq","rude",1,2,1,0,"F",4
