"subid","order","trial","request_type","question_type","correct","age","gender","ethnicity","experimenter","comments","age_fct"
"180417-01","1","1","please","polite",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","2","please","polite",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","3","idq","rude",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","4","please_idq","polite",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","5","please","rude",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","6","please_idq","polite",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","7","idq","polite",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","8","please_idq","rude",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","9","please_idq","rude",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","10","idq","polite",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","11","please","rude",0,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","12","idq","rude",1,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-02","1","1","please","polite",0,3.722222222,"F","H","ES","",3
"180417-02","1","2","please","polite",0,3.722222222,"F","H","ES","",3
"180417-02","1","3","idq","rude",1,3.722222222,"F","H","ES","",3
"180417-02","1","4","please_idq","polite",0,3.722222222,"F","H","ES","",3
"180417-02","1","5","please","rude",0,3.722222222,"F","H","ES","",3
"180417-02","1","6","please_idq","polite",0,3.722222222,"F","H","ES","",3
"180417-02","1","7","idq","polite",1,3.722222222,"F","H","ES","",3
"180417-02","1","8","please_idq","rude",1,3.722222222,"F","H","ES","",3
"180417-02","1","9","please_idq","rude",1,3.722222222,"F","H","ES","",3
"180417-02","1","10","idq","polite",1,3.722222222,"F","H","ES","",3
"180417-02","1","11","please","rude",0,3.722222222,"F","H","ES","",3
"180417-02","1","12","idq","rude",0,3.722222222,"F","H","ES","",3
"180417-03","1","1","please","polite",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","2","please","polite",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","3","idq","rude",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","4","please_idq","polite",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","5","please","rude",0,4.252777778,"M","A, F","ES","",4
"180417-03","1","6","please_idq","polite",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","7","idq","polite",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","8","please_idq","rude",0,4.252777778,"M","A, F","ES","",4
"180417-03","1","9","please_idq","rude",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","10","idq","polite",0,4.252777778,"M","A, F","ES","",4
"180417-03","1","11","please","rude",1,4.252777778,"M","A, F","ES","",4
"180417-03","1","12","idq","rude",1,4.252777778,"M","A, F","ES","",4
"180419-02","1","1","please","polite",0,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","2","please","polite",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","3","idq","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","4","please_idq","polite",0,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","5","please","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","6","please_idq","polite",0,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","7","idq","polite",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","8","please_idq","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","9","please_idq","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","10","idq","polite",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","11","please","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","12","idq","rude",1,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180424-01","1","1","please","polite",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","2","please","polite",1,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","3","idq","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","4","please_idq","polite",1,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","5","please","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","6","please_idq","polite",1,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","7","idq","polite",1,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","8","please_idq","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","9","please_idq","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","10","idq","polite",1,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","11","please","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","12","idq","rude",0,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-02","1","1","please","polite",1,4.622222222,"F","C","ES","",4
"180424-02","1","2","please","polite",1,4.622222222,"F","C","ES","",4
"180424-02","1","3","idq","rude",1,4.622222222,"F","C","ES","",4
"180424-02","1","4","please_idq","polite",1,4.622222222,"F","C","ES","",4
"180424-02","1","5","please","rude",1,4.622222222,"F","C","ES","",4
"180424-02","1","6","please_idq","polite",1,4.622222222,"F","C","ES","",4
"180424-02","1","7","idq","polite",1,4.622222222,"F","C","ES","",4
"180424-02","1","8","please_idq","rude",1,4.622222222,"F","C","ES","",4
"180424-02","1","9","please_idq","rude",1,4.622222222,"F","C","ES","",4
"180424-02","1","10","idq","polite",0,4.622222222,"F","C","ES","",4
"180424-02","1","11","please","rude",1,4.622222222,"F","C","ES","",4
"180424-02","1","12","idq","rude",1,4.622222222,"F","C","ES","",4
"180426-01","1","1","please","polite",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","2","please","polite",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","3","idq","rude",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","4","please_idq","polite",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","5","please","rude",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","6","please_idq","polite",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","7","idq","polite",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","8","please_idq","rude",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","9","please_idq","rude",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","10","idq","polite",0,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","11","please","rude",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","12","idq","rude",1,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-03","1","3","idq","rude",1,3.944444444,"F","C","ES","",3
"180426-03","1","1","please","polite",1,3.944444444,"F","C","ES","",3
"180426-03","1","2","please","polite",1,3.944444444,"F","C","ES","",3
"180426-03","1","4","please_idq","polite",0,3.944444444,"F","C","ES","",3
"180426-03","1","5","please","rude",0,3.944444444,"F","C","ES","",3
"180426-03","1","6","please_idq","polite",1,3.944444444,"F","C","ES","",3
"180426-03","1","7","idq","polite",1,3.944444444,"F","C","ES","",3
"180426-03","1","8","please_idq","rude",1,3.944444444,"F","C","ES","",3
"180426-03","1","9","please_idq","rude",0,3.944444444,"F","C","ES","",3
"180426-03","1","10","idq","polite",1,3.944444444,"F","C","ES","",3
"180426-03","1","11","please","rude",1,3.944444444,"F","C","ES","",3
"180426-03","1","12","idq","rude",0,3.944444444,"F","C","ES","",3
"180501-01","1","1","please","polite",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","2","please","polite",0,4.119444444,"F","Aj","ES","",4
"180501-01","1","3","idq","rude",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","4","please_idq","polite",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","5","please","rude",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","6","please_idq","polite",0,4.119444444,"F","Aj","ES","",4
"180501-01","1","7","idq","polite",0,4.119444444,"F","Aj","ES","",4
"180501-01","1","8","please_idq","rude",0,4.119444444,"F","Aj","ES","",4
"180501-01","1","9","please_idq","rude",0,4.119444444,"F","Aj","ES","",4
"180501-01","1","10","idq","polite",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","11","please","rude",1,4.119444444,"F","Aj","ES","",4
"180501-01","1","12","idq","rude",0,4.119444444,"F","Aj","ES","",4
"180501pm-02","1","1","please","polite",0,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","2","please","polite",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","3","idq","rude",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","4","please_idq","polite",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","5","please","rude",0,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","6","please_idq","polite",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","7","idq","polite",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","8","please_idq","rude",1,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","9","please_idq","rude",0,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","10","idq","polite",0,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","11","please","rude",0,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","12","idq","rude",0,4.894444444,"F","Cau","KS","",4
"180501pm-03","1","1","please","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","2","please","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","3","idq","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","4","please_idq","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","5","please","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","6","please_idq","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","7","idq","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","8","please_idq","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","9","please_idq","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","10","idq","polite",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","11","please","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","12","idq","rude",1,4.319444444,"M","Not on class sheet","KS","",4
"180503-02","1","1","please","polite",0,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","2","please","polite",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","3","idq","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","4","please_idq","polite",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","5","please","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","6","please_idq","polite",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","7","idq","polite",0,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","8","please_idq","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","9","please_idq","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","10","idq","polite",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","11","please","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180503-02","1","12","idq","rude",1,4.680555556,"M","C, NA","ES","On trial 8, tried to press both answers at once",4
"180517-01","1","1","please","polite",1,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","2","please","polite",1,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","3","idq","rude",0,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","4","please_idq","polite",0,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","5","please","rude",1,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","6","please_idq","polite",1,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","7","idq","polite",1,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","8","please_idq","rude",0,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","9","please_idq","rude",0,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-01","1","10","idq","polite",0,4.625,"F","F, H","ES","Very distracted by people outside; asked to back to classroom before end of game",4
"180517-03","1","1","please","polite",0,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","2","please","polite",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","3","idq","rude",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","4","please_idq","polite",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","5","please","rude",0,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","6","please_idq","polite",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","7","idq","polite",0,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","8","please_idq","rude",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","9","please_idq","rude",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","10","idq","polite",0,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","11","please","rude",1,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517-03","1","12","idq","rude",0,4.619444444,"M","C, A","ES","On trial 5, pressed answer before hearing question",4
"180517pm-01","1","1","please","polite",0,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","2","please","polite",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","3","idq","rude",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","4","please_idq","polite",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","5","please","rude",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","6","please_idq","polite",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","7","idq","polite",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","8","please_idq","rude",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","9","please_idq","rude",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","10","idq","polite",0,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","11","please","rude",1,4.869444444,"F","Cau, H","KS","",4
"180517pm-01","1","12","idq","rude",0,4.869444444,"F","Cau, H","KS","",4
"180522-01","1","1","please","polite",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","2","please","polite",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","3","idq","rude",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","4","please_idq","polite",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","5","please","rude",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","6","please_idq","polite",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","7","idq","polite",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","8","please_idq","rude",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","9","please_idq","rude",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","10","idq","polite",0,4.633333333,"M","A, C","ES","",4
"180522-01","1","11","please","rude",1,4.633333333,"M","A, C","ES","",4
"180522-01","1","12","idq","rude",0,4.633333333,"M","A, C","ES","",4
"180522-02","1","1","please","polite",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","2","please","polite",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","3","idq","rude",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","4","please_idq","polite",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","5","please","rude",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","6","please_idq","polite",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","7","idq","polite",0,4.163888889,"F","Cj","ES","",4
"180522-02","1","8","please_idq","rude",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","9","please_idq","rude",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","10","idq","polite",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","11","please","rude",1,4.163888889,"F","Cj","ES","",4
"180522-02","1","12","idq","rude",1,4.163888889,"F","Cj","ES","",4
"180711-01","1","1","please","polite",1,3.89,"M","","IR","",3
"180711-01","1","2","please","polite",1,3.89,"M","","IR","",3
"180711-01","1","3","idq","rude",1,3.89,"M","","IR","",3
"180711-01","1","4","please_idq","polite",1,3.89,"M","","IR","",3
"180711-01","1","5","please","rude",1,3.89,"M","","IR","",3
"180711-01","1","6","please_idq","polite",1,3.89,"M","","IR","",3
"180711-01","1","7","idq","polite",1,3.89,"M","","IR","",3
"180711-01","1","8","please_idq","rude",1,3.89,"M","","IR","",3
"180711-01","1","9","please_idq","rude",1,3.89,"M","","IR","",3
"180711-01","1","10","idq","polite",1,3.89,"M","","IR","",3
"180711-01","1","11","please","rude",1,3.89,"M","","IR","",3
"180711-01","1","12","idq","rude",1,3.89,"M","","IR","",3
"180711-04","1","1","please","polite",0,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","2","please","polite",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","3","idq","rude",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","4","please_idq","polite",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","5","please","rude",0,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","6","please_idq","polite",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","7","idq","polite",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","8","please_idq","rude",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","9","please_idq","rude",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","10","idq","polite",0,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","11","please","rude",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-04","1","12","idq","rude",1,3.67,"F","","IR","Clicked on both at the same time for two of the trials, unsure how the data was affected",3
"180711-05","1","1","please","polite",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","2","please","polite",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","3","idq","rude",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","4","please_idq","polite",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","5","please","rude",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","6","please_idq","polite",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","7","idq","polite",0,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","8","please_idq","rude",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","9","please_idq","rude",0,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","10","idq","polite",0,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","11","please","rude",0,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-05","1","12","idq","rude",1,3.5,"F","","IR","Really good focus even through outside noises",3
"180711-06","1","1","please","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","2","please","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","3","idq","rude",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","4","please_idq","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","5","please","rude",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","6","please_idq","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","7","idq","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","8","please_idq","rude",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","9","please_idq","rude",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","10","idq","polite",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","11","please","rude",1,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-06","1","12","idq","rude",0,4.35,"F","","IR","At some points looked at me to decide If she had done it right or wrong, I maintained my focus on the screen, children yelling in other rooom",4
"180711-07","1","1","please","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","2","please","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","3","idq","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","4","please_idq","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","5","please","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","6","please_idq","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","7","idq","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","8","please_idq","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","9","please_idq","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","10","idq","polite",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","11","please","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-07","1","12","idq","rude",1,4.86,"M","","IR","Children were yelling in the other room which made it more difficult to hear, I turned up the volume, child maintained a good focus",4
"180711-08","1","1","please","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","2","please","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","3","idq","rude",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","4","please_idq","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","5","please","rude",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","6","please_idq","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","7","idq","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","8","please_idq","rude",0,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","9","please_idq","rude",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","10","idq","polite",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","11","please","rude",1,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180711-08","1","12","idq","rude",0,4.42,"M","","IR","Good focus, got the hang of the game quickly",4
"180713-02","1","1","please","polite",1,3.95,"F","","IR","",3
"180713-02","1","2","please","polite",1,3.95,"F","","IR","",3
"180713-02","1","3","idq","rude",0,3.95,"F","","IR","",3
"180713-02","1","4","please_idq","polite",1,3.95,"F","","IR","",3
"180713-02","1","5","please","rude",1,3.95,"F","","IR","",3
"180713-02","1","6","please_idq","polite",1,3.95,"F","","IR","",3
"180713-02","1","7","idq","polite",1,3.95,"F","","IR","",3
"180713-02","1","8","please_idq","rude",1,3.95,"F","","IR","",3
"180713-02","1","9","please_idq","rude",0,3.95,"F","","IR","",3
"180713-02","1","10","idq","polite",1,3.95,"F","","IR","",3
"180713-02","1","11","please","rude",0,3.95,"F","","IR","",3
"180713-02","1","12","idq","rude",0,3.95,"F","","IR","",3
"180713-06","1","1","please","polite",0,4.68,"F","","IR","",4
"180713-06","1","2","please","polite",1,4.68,"F","","IR","",4
"180713-06","1","3","idq","rude",1,4.68,"F","","IR","",4
"180713-06","1","4","please_idq","polite",1,4.68,"F","","IR","",4
"180713-06","1","5","please","rude",1,4.68,"F","","IR","",4
"180713-06","1","6","please_idq","polite",1,4.68,"F","","IR","",4
